formOfNode,longitude,latitude
source,-3.9319099149293097,52.980399308454714
junction,-3.932160019912714,52.99626704374571
source,-3.9285517495478577,52.97669066186927
junction,-3.928409683330785,52.97520987843416
source,-3.9267511941898476,52.975386744736035
junction,-3.927622238207383,53.00455441481476
source,-3.927623619760396,53.00538467038539
junction,-3.926766014019694,52.98992293389493
source,-3.9259647912724214,52.9922140422758
junction,-3.9243976934010267,52.96878334827887
source,-3.924208825434792,52.96948299873977
source,-3.925720257875922,53.0091694366371
source,-3.925217879911994,53.00409566491167
source,-3.9209877505527304,52.971550089225495
junction,-3.9200822752750137,52.9689136679208
source,-3.9170004082812033,52.97445514920546
source,-3.915202490487366,52.975456831383774
source,-3.9140081904029325,52.97475754717176
junction,-3.913944628168106,52.97346446698001
junction,-3.9130042438735795,52.97178209857071
junction,-3.9129664319276025,52.971421735470585
source,-3.910465064166309,52.990837095417376
source,-3.906454870863129,52.974720556477315
junction,-3.9063704888541393,52.97408609727187
junction,-3.906771017837602,53.00412788280626
source,-3.9045132617891873,53.00627523405836
source,-3.898716969117746,53.002921717432024
junction,-3.8919436962277727,52.981196324085566
source,-3.891508664894905,52.98114031541785
source,-3.8888306203126692,52.98855802169895
source,-3.8835158180687994,53.00029541843535
source,-3.8806769080257255,52.977614335481235
source,-3.8757648443252792,52.99366693905064
junction,-3.8702204330828494,52.99846955363774
junction,-3.721504326431358,52.96182996890607
junction,-3.7219813110655773,52.96211308540177
source,-3.721233533755728,52.96287650077762
source,-3.7062360938560968,52.96409252782073
junction,-3.7262923227625957,52.9648329501136
junction,-3.7286006818200947,52.96538367340742
junction,-3.7154244522393114,52.966317854241005
junction,-3.7306390142555177,52.96634132223009
source,-3.7313765740971623,52.966919355019456
source,-3.7241632915709246,52.967450560053535
source,-3.704643431021793,52.969869002050295
junction,-3.71067279324608,52.970011159834115
source,-3.710883475773017,52.97034193681356
junction,-3.665435694364867,52.972985215833226
source,-3.7076977171442183,52.97331257648993
junction,-3.6644855103539227,52.97902882276809
source,-3.714205588360158,52.97855857873116
junction,-3.719330718452885,52.978748945872276
source,-3.667341423330429,52.98226123574978
source,-3.715212908833854,52.98336293446985
source,-3.6624946288147355,52.9873130464
source,-3.6951301434524733,52.98721032231905
source,-3.7303725342144833,52.9879028306996
junction,-3.732246775917163,52.993480176035874
source,-3.7323598115436094,52.993657435626425
source,-3.7294484420496032,52.99484555701564
source,-4.069361155660763,52.96164726577544
source,-4.068205889981012,52.96459506470303
source,-4.064522467023633,52.99907283077803
junction,-4.062873107083132,52.96763568353264
junction,-4.059809742824707,52.952058116938275
junction,-4.059092312352481,52.95186286628473
junction,-4.057499750376826,52.952160543911425
junction,-4.0573499332604595,52.951400536975385
source,-4.0570212191234285,52.95178887876693
junction,-4.05894878561585,52.999835463555854
junction,-4.05141221243412,52.98674271552529
source,-4.0509458177792474,52.98695494596528
junction,-4.049044656336164,52.96613435279415
junction,-4.048567987180547,52.95639609900969
source,-4.0487096253254,52.96582005809361
junction,-4.0409908301348345,52.97677338758658
source,-4.040225902189643,52.97762212524272
source,-4.038822549953972,52.96826749404715
source,-4.038961124571311,52.98245092250194
junction,-4.0388113375342005,52.982231151138244
source,-4.0354408113493285,52.96497740205308
source,-4.035716756164811,52.99524723412266
junction,-4.033784651241721,52.97578119155547
junction,-4.031722037051607,52.96104906099412
source,-4.0319467866041165,52.97406069558912
source,-4.028215946297888,52.963957780126506
junction,-4.026421237628236,52.98903517462852
source,-4.025627973074977,52.988420156697984
source,-4.024932307177783,53.00492089103441
junction,-4.022791639217576,52.99076568661532
source,-4.022743014458861,52.99090164472032
source,-4.01943591388921,52.963079965449126
source,-4.012895732352227,52.97988214753782
source,-4.009511026045565,52.95439488252528
junction,-4.009260356412732,52.994710720642495
source,-4.007017819156434,52.9998871481729
source,-4.0043362174671255,52.99536522397682
source,-3.998258309090583,52.96121058316626
junction,-3.9971978245096436,52.9605570777425
source,-3.9957387038547094,52.96438421987457
source,-3.9917930739902796,53.005013768353884
junction,-3.983691838736922,52.95240032461894
source,-3.974966292350048,52.97542393082248
junction,-3.9653776908627996,52.95392421434659
source,-3.9666794269746766,52.9852090576667
junction,-3.9642472555502306,52.98470741716101
junction,-3.9625280017486135,52.954074716243504
source,-3.9242863488589315,52.94430378861373
source,-3.92045896092008,52.94500055422804
source,-3.9437456552267096,52.94486680234632
junction,-3.9464062457674673,52.94491907881806
source,-3.9565019613407113,52.944978986976
junction,-3.9566241288295507,52.94501131920933
source,-3.927337080404266,52.946387000388896
source,-3.942556766438744,52.94631207836744
junction,-3.91970051953516,52.94876855655838
source,-3.9184791909448404,52.94889275726077
junction,-3.9222507264315563,52.949136572521944
junction,-3.917414813943501,52.9496510378857
junction,-3.9220936122453103,52.9497759205881
junction,-3.9131182961487028,52.95047695588434
source,-3.953718310921253,52.9500129164454
junction,-3.932476930259975,52.95265988146707
junction,-3.9597373491150076,52.95566259336467
source,-3.9236839949003732,52.95842127225823
source,-3.960572159142717,52.9588850114336
junction,-3.9520757903501216,52.961194089585014
source,-3.9171603048665267,52.96485619361455
junction,-3.9440191333245886,52.964979623216955
source,-3.9402938946436956,52.96556386016984
junction,-3.940553201925587,52.96559172191131
junction,-3.9341009433832497,52.96624112904718
junction,-3.9196822501459425,52.96781446798379
junction,-3.9218991782532786,52.96803962727824
junction,-3.9254432667501034,52.968016503592914
source,-3.811415999800563,52.938947684500825
junction,-3.7766184733043,52.940170147581966
source,-3.7757558026496625,52.940701254883486
source,-3.842618568992898,52.94001199005768
junction,-3.8341027774460974,52.94172646771882
source,-3.7948612082591215,52.942403172568056
junction,-3.8357277525897815,52.94275883175307
source,-3.8550004027391562,52.943109910091906
junction,-3.8344488163924995,52.94465310951545
junction,-3.7891534546140826,52.94584720553726
source,-3.8351523883896714,52.94526555476983
source,-3.826697183481022,52.94543974222461
source,-3.823588125697995,52.949730929127114
source,-3.781093659050858,52.956341289737
source,-3.7712698372034694,52.961990277593436
source,-3.8221312060967176,52.967361212347654
source,-3.856677648053103,52.96727558917149
junction,-3.786636669043956,52.97116813196778
source,-3.7762486745409216,52.97384234280933
junction,-3.77776078952103,52.97500664214569
source,-3.7732187208524874,52.981045554853324
source,-3.8343662861028407,52.98088584951521
junction,-3.8224188282167364,52.98785124230469
source,-3.8391482041822087,52.990535121235084
source,-3.85006812099443,52.9915866344054
junction,-3.7680490147145917,52.937299603214974
source,-3.7680797789477167,52.94691395170516
source,-3.7671374581805472,52.935270452020625
junction,-3.7687483022539703,52.98000563866588
junction,-3.7662747594399297,52.93676940054854
junction,-3.7654420118902565,52.994367897663786
junction,-3.7601176816831474,52.986668417013945
source,-3.7584336963782774,52.96600382530962
source,-3.7564241741204007,52.93975373363888
source,-3.7570924697368295,52.97162277877478
source,-3.756980439187493,52.98534893406022
source,-3.7530175886359687,52.94346629376175
source,-3.754214453649423,52.995302088670115
source,-3.750993662377806,52.99667160717505
source,-3.747016567734769,52.93284919784099
junction,-3.7468025117124264,52.94140536337519
source,-3.7461161027574112,52.93895810983722
junction,-3.745948311898144,52.97709503057509
junction,-3.7438166397008383,52.939035670484756
junction,-3.7437202814187662,52.93898197382993
source,-3.7416557823564776,52.947309037389154
junction,-3.742536462697167,52.97447875264387
junction,-3.7425854954977957,52.984719195388
source,-3.7412195338597414,52.98451787402654
junction,-3.7377300537641895,52.9430423325166
junction,-3.7378961442415983,52.99014923711177
source,-3.7370566528171922,52.9956626804069
junction,-3.733891096812718,52.99286922300828
junction,-4.034608311463703,52.941364953570826
source,-4.029011609899633,52.92333009672557
source,-4.028960161484591,52.93611851341715
outlet,-4.027816828536374,52.92345012127159
source,-4.020522060586,52.93773441402171
junction,-4.017798797911001,52.9398043518037
source,-4.017123571252328,52.92562035631939
source,-4.016521577187191,52.9294751320945
source,-4.015484335805893,52.938588353514916
source,-4.013483533994221,52.93048850815391
junction,-4.010626528447018,52.933150256755155
source,-4.009466040918755,52.93929899419899
source,-4.008761038110878,52.92891344983757
source,-4.009095945866902,52.951723019657905
junction,-4.008368225647008,52.95170205881652
junction,-4.0043576354367705,52.935683987320445
junction,-4.002981352383869,52.93474743986991
source,-3.678097703449326,52.927325007206484
source,-3.6556430270550733,52.9301191020793
junction,-3.655592571407513,52.93012250242067
source,-3.646047377972208,52.934865283155204
source,-3.654306191481507,52.93913592547944
source,-3.722774899941408,52.94099350023603
source,-3.652825784142508,52.94259378415059
source,-3.6595985922381526,52.943468424732366
junction,-3.7291386642734596,52.94381293288513
source,-3.7295191737558016,52.94382294719872
junction,-3.666503672627408,52.944954232556334
outlet,-3.6494128015040963,52.945198500733525
junction,-3.7227328072539385,52.94484405305082
junction,-3.6565781056808055,52.945811642519004
source,-3.656484310236657,52.94609128921824
junction,-3.7157816952808,52.94534328084361
junction,-3.660095388224712,52.94617753687433
junction,-3.648206749776699,52.94655119214181
junction,-3.650477445608599,52.946634294169165
junction,-3.6557647259636505,52.9465636899561
source,-3.667948490163266,52.94650806587996
junction,-3.6545035039527014,52.94699715075607
source,-3.6626333512820723,52.948800920449806
source,-3.6563066167313685,52.95019710568521
junction,-3.70652989462095,52.95001279266299
junction,-3.7183523476528753,52.95766056665602
junction,-4.068685168592048,52.95018853062867
source,-4.0677626560529125,52.94308078490827
junction,-4.0677577769248945,52.94320314541111
junction,-4.066098555089031,52.932014126576306
source,-4.064687802287082,52.942797923483425
junction,-4.06354231893545,52.948073874194506
source,-4.0626841732056524,52.93413300794117
junction,-4.06327897512759,52.947213529915004
junction,-4.060534295265212,52.92298857287091
source,-4.06026579153602,52.947851490975424
source,-4.058600635204285,52.9442985913084
source,-4.057079690006797,52.94975611988105
source,-4.054349871816527,52.95079396793002
source,-4.053144643759272,52.93325580396847
junction,-4.052856578896758,52.93308006726331
source,-4.051955877031526,52.949136888597536
source,-4.047825238219612,52.936193684592965
source,-4.039020763543299,52.94532625417802
source,-4.03497167479642,52.94173112813392
source,-3.9079442712279584,52.94557235575349
source,-3.9069368677512846,52.959849867800365
junction,-3.9059781878687874,52.95500044235843
source,-3.9053891733967694,52.95689449819209
junction,-3.9050084024763954,52.95673670577224
source,-3.8985561153757344,52.93364478958342
source,-3.897549118098069,52.95965843952403
junction,-3.897219317647542,52.95370816699442
junction,-3.8956022429452752,52.92317177843163
junction,-3.8955398267916617,52.92374179106146
source,-3.894877397085453,52.95087359130438
source,-3.889979209558444,52.926351195616235
source,-3.889069204998259,52.93204638636609
source,-3.887507474096739,52.92397796205692
junction,-3.8873098640385946,52.95331559764007
junction,-3.887144158074175,52.95365699455379
source,-3.88689381453013,52.95384959298132
source,-3.8859850069714335,52.96218173111232
source,-3.8811910431260346,52.94437181869889
junction,-3.8794407447918506,52.92650583608567
source,-3.878782082517934,52.9286205949324
source,-3.873474041423494,52.94125680984821
junction,-3.8676604416450995,52.959084455159235
source,-3.8656909873188603,52.93126150440543
junction,-3.8617854988879285,52.954664674146336
source,-3.8620795218638944,52.968738685248766
junction,-3.8596183438744753,52.96647017372154
junction,-3.917884202171439,52.923293525361245
source,-3.917504734155187,52.92352298032738
source,-3.9126526968153414,52.9248364421447
source,-3.941997792939283,52.92718664351431
source,-3.9148534306629745,52.927711163266935
source,-3.907719649614583,52.93089023655564
junction,-3.910123774074769,52.93121437059086
junction,-3.9166746224406275,52.9316029672413
junction,-3.9518407891583123,52.931217745515596
source,-3.9470044826655055,52.9313734531396
source,-3.9161312584278782,52.93196380756953
source,-3.9233989841339403,52.93214689880188
source,-3.9564605717362142,52.933650952193254
junction,-3.956328081925003,52.9344379321957
source,-3.927303187835873,52.934912431894055
source,-3.947528861557041,52.93567804638101
junction,-3.9566115846144907,52.935592882195635
junction,-3.9564859099673,52.93612531327122
junction,-3.932776708328742,52.936703800083876
junction,-3.95605934871557,52.93686247258992
junction,-3.9362717426795344,52.93783553434559
source,-3.9354596958498784,52.938482879763036
junction,-3.954866857108851,52.93831638860049
source,-3.938649540319948,52.93993014485642
junction,-3.9552346810737444,52.942529123530285
junction,-3.952033791428697,52.943229724352385
junction,-3.8239665980870345,52.92414650631367
junction,-3.776026548428873,52.92512683581353
junction,-3.8224486123221264,52.92468829142028
source,-3.8538251048262944,52.92421025310684
junction,-3.791374693454817,52.926097650856235
junction,-3.8200751286419092,52.92661880802464
source,-3.819261118223314,52.92713483746656
source,-3.8244239397023887,52.92707623542143
junction,-3.8203481483231427,52.92763675537034
source,-3.7792912891421997,52.92880604640165
junction,-3.7791782445581514,52.92898080599277
junction,-3.7792475207279455,52.929004851659165
junction,-3.802567825447099,52.92963769252474
source,-3.80437656085496,52.93027759352669
source,-3.8137041569980057,52.930626143336774
source,-3.8499477640975597,52.93024636981965
source,-3.7999575634149263,52.93168763790795
junction,-3.8478417967151572,52.931802419222485
source,-3.839365812063134,52.9331324140026
junction,-3.839486404707713,52.93403553325207
source,-3.856591350387605,52.934090733638755
junction,-3.7691835591719105,52.936487148145844
junction,-3.825345672908519,52.9358026507042
junction,-3.8327045683013017,52.93662516321062
source,-3.9991492336339878,52.925200783865826
junction,-3.9983783587935786,52.925244056107
source,-3.9957181658378764,52.94648798823659
source,-3.991736551376379,52.926053039258996
junction,-3.9906244201216423,52.92673933805373
junction,-3.985274516655409,52.92936463464886
source,-3.985228372981233,52.9293316906435
junction,-3.9851713936898374,52.92976087213202
junction,-3.9858132091953458,52.948379748262745
junction,-3.9842414906274044,52.92863926185781
source,-3.98393551684567,52.92851400742648
source,-3.982535714409435,52.923412297389724
junction,-3.982218307019476,52.92347540593768
source,-3.981102838301441,52.95013516273028
junction,-3.9797165207824845,52.925343154808374
junction,-3.9792272768029058,52.925031598214666
source,-3.9723419053586073,52.927878514160064
junction,-3.969773156090494,52.952455882616434
source,-3.9676678647181816,52.93120456680818
source,-3.9673299489029206,52.93634044414249
source,-3.9628992611143987,52.93640511446363
junction,-3.8469130599491588,53.25488884742626
source,-3.816440682440421,53.25735982364697
source,-3.816035974069404,53.25552177126708
source,-3.807136948724233,53.29675355518355
junction,-3.805613193162932,53.287678409516516
source,-3.805159530952756,53.288283474106294
source,-3.7963196666688566,53.25786194799403
junction,-3.7960103108918957,53.25794608216092
junction,-3.795877129668733,53.257608535837875
junction,-3.7889670447978134,53.281867061964405
source,-3.78725870218091,53.30807595259376
source,-3.777946845539323,53.285253845133916
source,-3.776725281381617,53.279498971229934
junction,-3.7763423562069316,53.284948191567366
source,-3.7704272251736377,53.31026320065214
source,-3.7680784704457215,53.29239613754513
junction,-3.767124873981101,53.30688540841309
junction,-3.7663336411999113,53.31222257657569
source,-3.7559706413448666,53.255721418882615
source,-3.7540977602009504,53.27301826060565
source,-3.7397781035553894,53.261114903981635
source,-3.72685875239334,53.27656568957574
junction,-3.7206071732158423,53.28788437016669
source,-3.7075147036505904,53.26538134163791
outlet,-3.696668841321042,53.29323686189242
junction,-3.694398541961065,53.280102257366394
source,-3.681478132886964,53.277798611255264
source,-4.026666648312221,53.24222811372701
junction,-3.952557485793913,53.24372710973232
junction,-3.9956387293801434,53.245547106464485
source,-4.007939684675434,53.24546802688122
junction,-3.9617628350504535,53.247643473811245
junction,-4.08276883226148,53.29283487029318
junction,-3.943528738345383,53.24412581558399
source,-3.941002982222316,53.24427666673272
source,-3.929643386818566,53.246302366745084
source,-3.8724772360920108,53.25000464647386
source,-3.897261486200541,53.25069954264819
source,-3.9413057050958944,53.25183927808937
source,-3.9076999597977147,53.25346711296683
junction,-3.8943973990851157,53.256577032455006
source,-3.8941548549756555,53.25831419190453
junction,-3.8932528310516736,53.25836655340419
source,-3.91700678039124,53.2605657536134
source,-3.887275375242464,53.264779640391204
junction,-3.8871432596639166,53.2648644417041
outlet,-3.9235978521039043,53.271584654189695
source,-3.855430373250281,53.273696979839016
source,-3.8569764360865055,53.27631796760564
junction,-3.8564120375286195,53.27654279060523
outlet,-3.8990692460305705,53.282477041360686
junction,-3.7647495106987594,53.21895700420232
junction,-3.797247250669656,53.21938410849649
source,-3.7592515748540523,53.22256663587147
source,-3.74407168976411,53.224218695516996
source,-3.7960686488257855,53.22549454657576
junction,-3.7995538342385515,53.22666829095892
source,-3.753246520596106,53.227631580129916
junction,-3.7491167049322036,53.22953675928956
junction,-3.8000186499612143,53.23058426664484
source,-3.816166784137976,53.23282254145012
source,-3.7744753329600633,53.235252706800274
source,-3.817685072945473,53.24475583811403
source,-3.7510526478575397,53.24986462393917
source,-3.8316486154716247,53.25120880175574
source,-3.7939262174031128,53.252131706058044
junction,-3.773936266721635,53.254952906557556
junction,-3.8457979551250965,53.25410393702769
junction,-3.7577618834983326,53.25561068721405
junction,-3.8801168617359902,53.21027136305678
source,-3.846959273137257,53.21081185216189
source,-3.883019284713447,53.21067466759178
source,-3.883044688730633,53.210758774012234
junction,-3.845664451184734,53.21138238902317
junction,-3.8751360530582217,53.21259337957151
source,-3.9063977492357367,53.21280083262909
source,-3.8766959743820686,53.213411824980135
source,-3.8842925534425237,53.214008781562285
source,-3.894540528400583,53.21508275114729
junction,-3.899830603783949,53.21659453534134
source,-3.8670620943953438,53.217941881377875
junction,-3.8888373477384044,53.21942856655038
junction,-3.8669278773962845,53.21984909381824
junction,-3.8600210846715153,53.221841651484695
junction,-3.880180889820207,53.221740592463384
source,-3.9213166529079095,53.22331168734274
junction,-3.855355853853981,53.22438066852915
source,-3.8937849393546617,53.225102855148364
junction,-3.8664726451763287,53.22741102861918
source,-3.877738548703792,53.22862244357768
junction,-3.8728393773544902,53.23241591495887
source,-3.882825455258999,53.233714215292366
junction,-3.8555979459575345,53.23585947465973
source,-3.88057089678848,53.235885168999836
source,-3.9442411692355153,53.23934485872424
source,-3.8697652497544723,53.240551115933066
source,-3.85862798251857,53.24305227650401
source,-4.059302394216611,53.2005530475887
source,-4.046381088600554,53.20088625894827
source,-4.059027906597458,53.20420865296749
source,-4.069006452063204,53.20477348768857
junction,-4.06927187509305,53.204918118975506
junction,-4.057554772934821,53.20567708446293
junction,-4.0724830810180785,53.205913994713335
source,-4.057093849143364,53.20622060936278
source,-4.048699745132947,53.207702172993436
source,-4.007107811780016,53.20871822523561
source,-4.00601678438582,53.210437498845145
junction,-4.005725622211898,53.21072209336645
source,-4.0328326140703465,53.217744575387805
source,-4.0372361590395585,53.21807301646938
junction,-4.03839229929563,53.21957909548709
source,-4.0476686489012295,53.220229949192635
source,-4.074669922193596,53.22083261449173
source,-4.0345780057158,53.2265387026232
junction,-4.0708746243932605,53.22714470264394
source,-4.079155340730097,53.22873509420381
source,-4.033890444876438,53.23416244897214
junction,-4.033902026921937,53.23417285993612
junction,-4.020019793856734,53.23760350424982
source,-4.019833380758287,53.23763543382407
source,-3.7353818822170743,53.207429733830224
source,-3.730992930191376,53.2268183918444
source,-3.7259066624417296,53.25002154017039
source,-3.7222107781276135,53.20880028599733
junction,-3.722156288904553,53.20925992297047
source,-3.712410670505594,53.21590781094481
junction,-3.7083562614175767,53.20700877442924
source,-3.7085989934663806,53.23351748993102
junction,-3.7072170785410083,53.23410069755974
junction,-3.706602581374426,53.23790352239169
junction,-3.704656119570733,53.20816853823637
source,-3.7047355849610915,53.22437108292282
source,-3.7021051106792786,53.25510873992557
junction,-3.69963432550676,53.2392672825067
source,-3.6877463968040125,53.21722431871919
junction,-3.6844714115647665,53.204980524050264
source,-3.6813504614868053,53.21054587910589
junction,-3.6794722753761864,53.209561994798584
junction,-3.6783470411212056,53.25368447606591
junction,-3.674276352710675,53.21271913112722
source,-3.6723617121025365,53.233233214940014
junction,-3.66867927614852,53.255375207999066
junction,-3.668622653091444,53.25432122071717
source,-3.666451232278238,53.25088034891885
source,-3.773184179898423,53.203956809513144
junction,-3.8360306388033933,53.20316683082557
source,-3.836111092041065,53.20319948353538
junction,-3.784022651098694,53.20587931878064
junction,-3.783256344035847,53.2061040382082
source,-3.8333948822966053,53.20543051540504
source,-3.794013137255155,53.206284137464465
source,-3.8356086636408926,53.20646885536002
source,-3.8389854189730124,53.20645722559357
junction,-3.8334792184472377,53.206679657113526
source,-3.8157958497211895,53.20700942179031
junction,-3.791168796227774,53.20780131707833
source,-3.836878063476409,53.20780697930958
source,-3.7792314922884938,53.20873008187917
junction,-3.838646926394417,53.20963732387112
junction,-3.7909069448366655,53.21039080281027
junction,-3.835457916977793,53.21029477853643
source,-3.843286164299112,53.21068534845435
source,-3.765329944180859,53.21545820172313
source,-3.8362386341382835,53.18784698625241
source,-3.8374252239985114,53.18825203209471
junction,-3.836960323439576,53.1883359801206
source,-3.8270439951020445,53.18865160569002
junction,-3.8346117799622608,53.18880676775201
source,-3.8291855138786683,53.19081179343039
junction,-3.834682420164591,53.19202766733932
source,-3.835537195377358,53.19276436655256
source,-3.8332765583629165,53.19291578874443
source,-3.8365488710154105,53.19626329706497
junction,-3.8270202982498653,53.19726642844765
junction,-3.829734104139011,53.19734820297246
source,-3.828694382045339,53.20002759386321
source,-3.839503124316613,53.200208980814004
junction,-3.836279050249589,53.20253333077163
source,-4.001966504977778,53.18061135025656
junction,-4.003864138564263,53.22690285245856
junction,-4.00135249290591,53.21253061717721
junction,-3.9989884877734627,53.1801182692593
source,-3.99851706423864,53.18008572547374
junction,-4.000056971547311,53.21500450495212
source,-3.99596547326154,53.19977985386191
junction,-3.9888932621703734,53.23941008109355
source,-3.9887098052550956,53.239354526325826
source,-3.9825262936892307,53.23390505788376
junction,-3.981108072492811,53.21969856008989
source,-3.9808156777133146,53.21942589035342
source,-3.9729250321608887,53.238365221658995
junction,-3.9694982654529616,53.193681868516094
source,-3.9690637671042404,53.1927822849434
source,-3.9662455238094902,53.192215166170435
junction,-3.9642686671093506,53.219777471894716
source,-3.96411528636217,53.21981029828533
source,-3.955490956913557,53.1813082148895
junction,-3.9539727911752074,53.21669724850489
source,-3.953755527046654,53.216007749003005
source,-3.9544282154583894,53.23625680307707
junction,-3.952643048232901,53.240001396112326
source,-3.9517925460359944,53.23634900532481
junction,-3.951431970006229,53.24284867826462
source,-4.024499458213694,53.177663330617435
junction,-4.025081092016448,53.177697493319336
junction,-4.058979235817635,53.17824050151994
source,-4.063462322993964,53.17830143906593
junction,-4.072156583062843,53.17824844859053
source,-4.072335923655107,53.17824973278268
junction,-4.002838020717755,53.18006068494398
junction,-4.063276836730066,53.17959038922893
junction,-4.071352677908559,53.179521561839074
junction,-4.050303813980463,53.18157715727227
source,-4.077288480710613,53.18237856383858
source,-4.055854334666231,53.18290564302013
junction,-4.073511998356623,53.18375475707968
junction,-4.044201924519129,53.184758074891626
source,-4.045679057964275,53.184938051039325
source,-4.038605317225103,53.18562576199365
junction,-4.078609903068561,53.18553528135843
junction,-4.0406592569800095,53.18651390459791
source,-4.044643854269258,53.186549844802165
source,-4.027448385558878,53.19308224119195
junction,-4.027615044651889,53.19308317977911
source,-4.020777566218482,53.19610627758047
junction,-4.066023759877003,53.196700813241605
source,-4.058003527350216,53.19829434050923
junction,-3.9369320896862074,53.17852767398796
outlet,-3.9431970936621474,53.17845661670252
source,-3.9426481529354955,53.17850207443084
source,-3.87078127962094,53.18095947537771
junction,-3.8697903116116152,53.181053074731075
outlet,-3.862203046640153,53.18234438147104
source,-3.8620689693102386,53.18276955791924
junction,-3.862253221508597,53.183674868849586
source,-3.8644285264831093,53.18444680498608
junction,-3.9171297267585374,53.188026247221785
junction,-3.910866256927751,53.189452441769646
junction,-3.8891696911490103,53.191671265754316
source,-3.9418534934217995,53.19146004072051
source,-3.8974690346285077,53.19261455996002
junction,-3.884084976069541,53.194216579428385
junction,-3.884022074727162,53.19458113970319
source,-3.8879161164308083,53.19744283224522
junction,-3.8799311545359636,53.19819512665179
source,-3.8828039323322487,53.19878104146869
source,-3.875618941211979,53.20087854765686
source,-3.93063187547128,53.20014839293962
source,-3.9473059522622562,53.2055153100784
source,-3.863228864146634,53.20870506048655
source,-3.9487462289148727,53.208159540858134
junction,-3.9494764845315955,53.208181035144065
source,-3.8252075668217844,53.17200874848523
source,-3.821642352975109,53.17322550524562
source,-3.84242318818193,53.17399808520961
junction,-3.8183318713671754,53.17491186623651
source,-3.8402294097533867,53.17585198558843
junction,-3.8260670025744203,53.17657049526341
junction,-3.842416506026899,53.17639758412842
junction,-3.8397320407385807,53.17716333967103
junction,-3.8281162353107776,53.1781176382121
source,-3.8289510447797777,53.178401495166156
source,-3.8237667882660875,53.17848882904272
source,-3.826688636439629,53.178634815162766
source,-3.8376012327501856,53.183880717102426
source,-3.8201734022053606,53.18421615332438
source,-3.830187616562089,53.18564206433875
source,-3.8228367137304775,53.185794634643656
junction,-3.8309306070663918,53.186348958329816
source,-3.8373338848931358,53.18628414231723
junction,-3.8330134216269136,53.187892625857415
junction,-3.8181641736909144,53.173653375643795
source,-3.8104857356778146,53.19486826747149
junction,-3.805899375428839,53.175773259548414
source,-3.80566957112417,53.17575265088681
source,-3.7985433571891174,53.17482411489327
source,-3.7933678116166143,53.19102955904095
junction,-3.7921107766437863,53.17115944671564
source,-3.7916350085954496,53.17401387250364
source,-3.7898703897630557,53.17128457461679
junction,-3.779715495221777,53.197610755434496
junction,-3.7686819675963656,53.18303066034096
source,-3.768770858859981,53.19646798364467
source,-3.7572656012304138,53.18612180164357
source,-3.7543185111292643,53.1731039296807
source,-3.746133926175565,53.186100250456604
source,-3.740354267973048,53.17495968856559
source,-3.7411302310159504,53.19428459674472
junction,-3.736714978759576,53.182232554102555
source,-3.736465244226894,53.17872971650586
junction,-3.736227663949387,53.17940887298579
source,-3.735233457685887,53.17921686277207
junction,-3.73282924931165,53.189874952454886
source,-3.7129519487221985,53.204085489298414
source,-3.697089520426064,53.18318645059404
junction,-3.6895990626662902,53.19107270615648
junction,-3.6815619763475342,53.191750302807826
junction,-3.680575697688746,53.190923842162675
junction,-3.834597019442499,53.15092453932744
source,-3.794661552758912,53.1556557173803
source,-3.8377290842562584,53.15576502580028
source,-3.8247631073307002,53.157105414539465
source,-3.820627390883473,53.16346923927845
source,-3.817483320253349,53.16351934302184
source,-3.8251572765990995,53.16378250701545
junction,-3.8208508875174907,53.165002694193284
source,-3.8197731112905102,53.16578891155918
source,-3.792387145449906,53.16721248021517
junction,-3.819577139177377,53.16714295142614
source,-3.8171002643734573,53.16727292680522
source,-3.8388230159127197,53.16698150127816
source,-3.81335048898704,53.16950868244705
source,-3.8172993050849384,53.16963187842965
junction,-3.796343148288706,53.17033977999366
junction,-3.79932372492004,53.170943146220985
junction,-4.079219387811223,53.17259702961699
source,-4.075585890113882,53.16939460538733
source,-4.074129657972267,53.143225933111225
source,-4.075468110674845,53.17395262503572
junction,-4.075328783259005,53.174237357121896
junction,-4.0591354915875115,53.17394940727103
junction,-4.058376268609751,53.17498709572737
source,-4.049324298447652,53.158831639034645
source,-4.048015845195302,53.14088906805109
junction,-4.0485567390445,53.17507004795462
junction,-4.047039128990647,53.16112811758525
junction,-4.046814664518398,53.156965135341
source,-4.046657027676743,53.17655801117806
junction,-4.045431173329817,53.15649470500652
junction,-4.0447066640207705,53.15110213155066
source,-4.043765143660683,53.151648112642825
junction,-4.0431763047571305,53.148592807217604
source,-4.042929838648653,53.15849651304855
junction,-4.043648788457597,53.174002704591686
source,-4.041455782749499,53.14513192970781
source,-4.040755126158617,53.14269581978225
junction,-4.040574658365775,53.14636309870991
junction,-4.040633638857034,53.148536808640486
junction,-4.039570757358299,53.14268654129889
source,-4.039574586421152,53.14607977506801
junction,-4.039309700126458,53.144601953627706
junction,-4.0392756906356695,53.14476778240212
junction,-3.8606269076907376,53.14045522059317
junction,-3.8603044144899004,53.140486422866054
source,-3.861601135812967,53.14103963965279
junction,-3.84673365735929,53.14447823296231
source,-3.8669894670916385,53.144741414845
source,-3.883950826513574,53.149432692076104
junction,-3.8873220275936453,53.15131553321262
source,-3.887592188445653,53.153045298851076
junction,-3.886891717186367,53.15345215633331
junction,-3.8730566599091323,53.16433354693723
